"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 27, 2018","79,866.10","79,405.45","80,250.92","79,405.45","3.11M","0.58%"
"Jul 26, 2018","79,405.34","80,242.42","80,588.66","79,081.32","3.71M","-1.01%"
"Jul 25, 2018","80,218.04","79,154.02","80,436.63","79,154.02","3.58M","1.34%"
"Jul 24, 2018","79,154.98","78,005.14","79,496.72","78,005.14","3.38M","1.49%"
"Jul 23, 2018","77,996.12","78,571.29","78,639.38","77,871.41","2.52M","-0.73%"
"Jul 20, 2018","78,571.29","77,499.69","79,488.74","77,499.69","4.89M","1.40%"
"Jul 19, 2018","77,486.84","77,359.85","77,486.84","75,889.82","3.90M","0.16%"
"Jul 18, 2018","77,362.63","78,123.54","78,496.15","77,163.55","3.50M","-0.98%"
"Jul 17, 2018","78,130.30","76,652.52","78,522.17","76,481.91","4.00M","1.93%"
"Jul 16, 2018","76,652.58","76,587.39","76,923.95","76,129.27","3.23M","0.08%"
"Jul 13, 2018","76,594.35","75,856.22","76,682.09","75,553.78","3.42M","0.97%"
"Jul 12, 2018","75,856.22","74,402.98","75,897.89","74,402.98","3.62M","1.96%"
"Jul 11, 2018","74,398.55","74,862.38","75,024.51","74,196.44","3.88M","-0.62%"
"Jul 10, 2018","74,862.38","75,015.10","75,895.19","74,431.23","4.02M","-0.20%"
"Jul 06, 2018","75,010.39","74,557.62","75,064.74","74,047.97","2.73M","0.61%"
"Jul 05, 2018","74,553.06","74,751.02","75,126.63","73,755.83","3.67M","-0.25%"
"Jul 04, 2018","74,743.11","73,667.40","74,904.36","73,449.59","2.21M","1.46%"
"Jul 03, 2018","73,667.75","72,847.84","74,514.86","72,847.84","3.35M","1.14%"
"Jul 02, 2018","72,839.74","72,762.51","72,839.74","71,934.70","2.84M","0.11%"
"Jun 29, 2018","72,762.51","71,779.05","73,020.19","71,779.05","4.00M","1.39%"
"Jun 28, 2018","71,766.52","70,609.00","72,092.31","70,439.44","3.62M","1.64%"
"Jun 27, 2018","70,609.00","71,405.26","72,032.13","70,133.96","3.70M","-1.11%"
"Jun 26, 2018","71,404.59","70,967.67","71,621.51","70,202.97","3.61M","0.64%"
"Jun 25, 2018","70,952.97","70,641.99","71,323.17","69,779.24","3.45M","0.44%"
"Jun 22, 2018","70,640.65","70,076.53","71,057.56","69,906.76","3.15M","0.81%"
"Jun 21, 2018","70,074.90","72,117.36","72,206.55","70,018.65","3.60M","-2.84%"
"Jun 20, 2018","72,123.41","71,396.77","72,617.28","71,154.83","4.55M","1.02%"
"Jun 19, 2018","71,394.34","69,811.36","72,010.18","69,068.77","5.35M","2.26%"
"Jun 18, 2018","69,814.74","70,757.06","70,757.06","69,359.55","3.58M","-1.33%"
"Jun 15, 2018","70,757.73","71,420.52","71,420.52","69,582.50","6.66M","-0.93%"
"Jun 14, 2018","71,421.19","72,151.33","72,707.61","71,343.71","4.41M","-0.97%"
"Jun 13, 2018","72,122.14","72,756.83","72,977.13","71,035.03","4.50M","-0.87%"
"Jun 12, 2018","72,754.13","72,308.33","73,321.55","72,123.77","4.01M","0.62%"
"Jun 11, 2018","72,307.77","72,942.52","73,715.74","71,843.01","3.67M","-0.87%"
"Jun 08, 2018","72,942.07","73,847.88","74,031.36","71,679.48","6.14M","-1.23%"
"Jun 07, 2018","73,851.46","76,117.22","76,117.22","71,161.52","8.17M","-2.98%"
"Jun 06, 2018","76,117.22","76,641.03","76,966.87","75,517.53","5.02M","-0.68%"
"Jun 05, 2018","76,641.72","78,595.23","78,892.02","76,412.03","4.64M","-2.49%"
"Jun 04, 2018","78,596.06","77,243.91","78,637.44","77,243.91","4.15M","1.76%"
"Jun 01, 2018","77,239.75","76,779.38","78,168.54","75,524.43","6.23M","0.63%"
"May 30, 2018","76,753.61","76,057.54","77,096.63","75,514.60","7.67M","0.90%"
"May 29, 2018","76,071.97","75,361.05","77,213.65","75,361.05","6.16M","0.95%"
"May 28, 2018","75,355.84","78,886.48","78,886.48","75,336.89","4.31M","-4.49%"
"May 25, 2018","78,897.66","80,123.45","80,628.85","78,622.41","4.81M","-1.53%"
"May 24, 2018","80,122.31","80,859.80","80,859.80","79,026.52","6.37M","-0.92%"
"May 23, 2018","80,867.29","82,741.54","82,741.54","80,867.29","4.00M","-2.26%"
"May 22, 2018","82,738.88","81,817.42","83,395.91","81,612.62","4.93M","1.13%"
"May 21, 2018","81,815.32","83,095.39","83,882.87","81,575.52","4.37M","-1.52%"
"May 18, 2018","83,081.88","83,613.64","83,613.64","81,390.93","5.91M","-0.65%"
"May 17, 2018","83,621.95","86,536.52","86,536.52","83,377.37","5.68M","-3.37%"
"May 16, 2018","86,536.97","85,121.64","86,678.21","85,043.60","3.82M","1.65%"
"May 15, 2018","85,130.42","85,224.78","85,231.47","83,829.79","4.54M","-0.12%"
"May 14, 2018","85,232.18","85,221.90","86,105.04","84,687.67","4.21M","0.01%"
"May 11, 2018","85,220.24","85,861.42","86,406.22","85,183.37","4.52M","-0.75%"
"May 10, 2018","85,861.20","84,283.91","86,200.93","84,283.91","4.75M","1.89%"
"May 09, 2018","84,265.49","82,977.48","84,447.31","82,855.18","4.84M","1.58%"
"May 08, 2018","82,956.05","82,714.98","83,408.91","82,201.28","4.07M","0.29%"
"May 07, 2018","82,714.43","83,122.31","83,642.91","82,601.51","2.93M","-0.49%"
"May 04, 2018","83,118.03","83,286.38","83,670.63","82,745.64","3.58M","-0.20%"
"May 03, 2018","83,288.14","84,546.82","84,562.37","83,178.35","4.10M","-1.49%"
"May 02, 2018","84,547.09","86,110.76","86,110.76","84,382.57","3.84M","-1.82%"
"Apr 30, 2018","86,115.50","86,442.70","86,739.48","85,978.54","2.25M","-0.38%"
"Apr 27, 2018","86,444.66","86,383.20","87,178.65","86,262.43","3.14M","0.07%"
"Apr 26, 2018","86,383.20","85,051.35","86,383.20","85,051.35","3.23M","1.57%"
"Apr 25, 2018","85,044.39","85,465.87","85,465.87","84,348.70","3.32M","-0.50%"
"Apr 24, 2018","85,469.08","85,603.18","86,577.74","85,105.85","2.93M","-0.16%"
"Apr 23, 2018","85,602.50","85,520.42","85,745.94","84,710.73","2.50M","0.06%"
"Apr 20, 2018","85,550.09","85,823.13","85,823.13","85,024.85","3.08M","-0.32%"
"Apr 19, 2018","85,824.26","85,774.78","86,059.44","85,197.28","3.63M","0.06%"
"Apr 18, 2018","85,776.46","84,090.28","86,149.14","84,090.28","4.33M","2.01%"
"Apr 17, 2018","84,086.13","82,862.26","84,191.19","82,809.56","2.71M","1.48%"
"Apr 16, 2018","82,861.58","84,328.20","84,591.47","82,761.97","3.00M","-1.75%"
"Apr 13, 2018","84,334.41","85,441.03","85,441.03","84,143.70","3.61M","-1.30%"
"Apr 12, 2018","85,443.53","85,245.59","85,576.90","85,025.38","2.92M","0.23%"
"Apr 11, 2018","85,245.59","84,493.89","85,416.54","84,340.41","3.47M","0.87%"
"Apr 10, 2018","84,510.36","83,312.03","84,537.82","83,312.03","3.63M","1.44%"
"Apr 09, 2018","83,307.23","84,832.44","85,110.06","83,154.65","3.27M","-1.78%"
"Apr 06, 2018","84,820.42","85,209.66","85,209.66","83,832.67","3.16M","-0.46%"
"Apr 05, 2018","85,209.66","84,373.95","86,147.75","84,373.95","4.39M","1.01%"
"Apr 04, 2018","84,359.69","84,610.30","84,610.30","82,826.04","3.04M","-0.31%"
"Apr 03, 2018","84,623.46","84,668.89","85,411.27","84,209.58","2.66M","-0.05%"
"Apr 02, 2018","84,666.44","85,364.83","85,675.48","84,165.56","2.68M","-0.82%"
"Mar 29, 2018","85,365.56","83,874.14","85,708.00","83,874.14","3.25M","1.78%"
"Mar 28, 2018","83,874.14","83,805.70","83,889.00","82,889.44","3.00M","0.08%"
"Mar 27, 2018","83,808.06","85,102.68","85,295.81","83,542.05","3.04M","-1.50%"
"Mar 26, 2018","85,087.86","84,377.31","85,552.72","84,356.76","2.43M","0.84%"
"Mar 23, 2018","84,377.19","84,766.09","85,449.54","84,041.53","3.28M","-0.46%"
"Mar 22, 2018","84,767.88","84,984.14","85,499.17","84,196.60","3.34M","-0.25%"
"Mar 21, 2018","84,976.59","84,165.84","85,145.34","84,080.02","3.36M","0.97%"
"Mar 20, 2018","84,163.80","83,918.78","84,411.65","83,682.04","2.76M","0.30%"
"Mar 19, 2018","83,913.06","84,886.15","84,886.15","83,677.64","3.43M","-1.15%"
"Mar 16, 2018","84,886.49","84,928.20","85,494.68","84,525.46","5.61M","-0.05%"
"Mar 15, 2018","84,928.20","86,050.73","86,050.73","84,719.69","3.96M","-1.30%"
"Mar 14, 2018","86,050.96","86,383.17","86,969.99","85,690.89","2.64M","-0.39%"
"Mar 13, 2018","86,383.85","86,902.49","87,333.24","86,118.93","2.82M","-0.59%"
"Mar 12, 2018","86,900.43","86,386.22","87,045.75","86,386.22","2.68M","0.61%"
"Mar 09, 2018","86,371.41","84,987.15","86,388.75","84,749.29","3.59M","1.63%"
"Mar 08, 2018","84,984.61","85,509.88","85,829.53","84,491.49","3.81M","-0.58%"
"Mar 07, 2018","85,483.55","85,652.90","85,652.90","84,396.91","3.56M","-0.20%"
"Mar 06, 2018","85,653.02","86,023.05","86,930.55","85,653.02","3.72M","-0.43%"
"Mar 05, 2018","86,022.83","85,761.19","86,164.80","85,053.33","3.53M","0.30%"
"Mar 02, 2018","85,761.34","85,377.82","85,761.34","83,896.94","4.00M","0.45%"
"Mar 01, 2018","85,377.79","85,337.16","86,260.48","84,639.55","4.48M","0.03%"
"Feb 28, 2018","85,353.60","86,939.29","87,109.23","85,199.13","6.13M","-1.82%"
"Feb 27, 2018","86,935.44","87,648.98","87,839.35","86,612.93","3.64M","-0.82%"
"Feb 26, 2018","87,652.64","87,295.86","88,317.83","87,241.92","4.17M","0.41%"
"Feb 23, 2018","87,293.24","86,690.01","87,344.76","86,137.51","4.31M","0.70%"
"Feb 22, 2018","86,686.45","86,050.46","87,159.04","86,050.46","3.65M","0.74%"
"Feb 21, 2018","86,051.82","85,803.96","87,358.33","85,803.96","4.96M","0.29%"
"Feb 20, 2018","85,803.96","84,791.97","86,290.32","84,260.62","4.20M","1.19%"
"Feb 19, 2018","84,792.71","84,524.58","84,955.58","84,524.58","2.15M","0.32%"
"Feb 16, 2018","84,524.58","84,290.90","84,575.33","83,823.94","3.58M","0.28%"
"Feb 15, 2018","84,290.57","83,550.96","84,686.10","83,550.96","3.60M","0.90%"
"Feb 14, 2018","83,542.84","80,901.47","83,781.67","80,901.47","4.03M","3.27%"
"Feb 09, 2018","80,898.70","81,531.51","81,897.00","79,690.09","4.42M","-0.78%"
"Feb 08, 2018","81,532.53","82,773.48","83,500.94","81,109.01","4.14M","-1.49%"
"Feb 07, 2018","82,766.73","83,893.81","84,409.74","82,548.25","4.01M","-1.34%"
"Feb 06, 2018","83,894.04","81,857.26","84,161.84","80,804.30","5.77M","2.48%"
"Feb 05, 2018","81,861.09","84,039.78","84,310.79","81,861.09","3.35M","-2.59%"
"Feb 02, 2018","84,041.34","85,495.08","85,495.08","83,831.19","3.48M","-1.70%"
"Feb 01, 2018","85,495.24","84,912.87","86,027.99","84,832.74","4.21M","0.69%"
"Jan 31, 2018","84,912.70","84,485.49","86,212.82","84,484.39","4.36M","0.51%"
"Jan 30, 2018","84,482.46","84,697.27","84,697.27","83,803.60","3.68M","-0.25%"
"Jan 29, 2018","84,698.01","85,530.84","85,530.84","84,340.70","4.01M","-0.97%"
"Jan 26, 2018","85,530.84","83,680.24","85,530.84","83,680.24","5.58M","2.21%"
"Jan 24, 2018","83,680.00","80,678.81","83,680.00","80,678.81","5.67M","3.72%"
"Jan 23, 2018","80,678.35","81,676.09","81,676.09","80,523.84","3.83M","-1.22%"
"Jan 22, 2018","81,675.42","81,219.50","81,675.42","80,922.85","2.78M","0.56%"
"Jan 19, 2018","81,219.50","80,964.73","81,429.06","80,853.76","3.22M","0.32%"
"Jan 18, 2018","80,962.65","81,185.02","81,367.38","80,498.49","3.54M","-0.28%"
"Jan 17, 2018","81,189.16","79,831.63","81,189.47","79,827.85","3.44M","1.70%"
"Jan 16, 2018","79,831.76","79,750.74","80,246.33","79,667.72","3.07M","0.10%"
"Jan 15, 2018","79,752.37","79,349.12","79,846.66","79,349.12","2.00M","0.51%"
"Jan 12, 2018","79,349.12","79,365.44","79,440.47","78,861.38","3.69M","-0.02%"
"Jan 11, 2018","79,365.44","78,200.75","79,365.44","78,200.75","3.51M","1.49%"
"Jan 10, 2018","78,200.57","78,863.57","78,863.57","78,163.85","2.85M","-0.84%"
"Jan 09, 2018","78,863.54","79,379.21","79,414.91","78,699.25","3.57M","-0.65%"
"Jan 08, 2018","79,378.54","79,070.27","79,395.45","78,631.25","2.63M","0.39%"
"Jan 05, 2018","79,071.47","78,644.27","79,071.47","78,218.11","2.83M","0.54%"
"Jan 04, 2018","78,647.42","77,997.69","79,134.83","77,997.69","3.59M","0.84%"
"Jan 03, 2018","77,995.16","77,889.41","78,413.89","77,601.52","3.24M","0.13%"
"Jan 02, 2018","77,891.04","76,402.60","77,909.01","76,402.60","2.97M","1.95%"
"Dec 28, 2017","76,402.08","76,077.06","76,436.88","76,077.06","2.15M","0.43%"
"Dec 27, 2017","76,072.54","75,707.73","76,292.70","75,707.73","1.85M","0.48%"
"Dec 26, 2017","75,707.73","75,186.53","75,837.23","74,923.89","1.63M","0.69%"
"Dec 22, 2017","75,186.53","75,128.09","75,227.01","74,622.58","1.97M","0.07%"
"Dec 21, 2017","75,133.43","73,367.03","75,133.43","73,265.40","3.15M","2.41%"
"Dec 20, 2017","73,367.03","72,679.76","73,491.53","72,679.76","2.29M","0.94%"
"Dec 19, 2017","72,680.37","73,121.62","73,139.27","72,346.58","2.42M","-0.60%"
"Dec 18, 2017","73,115.45","72,621.39","73,518.58","72,621.39","3.30M","0.70%"
"Dec 15, 2017","72,607.70","72,428.32","73,068.80","72,277.15","4.80M","0.25%"
"Dec 14, 2017","72,428.93","72,912.72","72,912.72","71,968.97","3.60M","-0.67%"
"Dec 13, 2017","72,914.33","73,827.21","74,621.78","72,568.73","4.63M","-1.22%"
"Dec 12, 2017","73,813.53","72,799.71","73,813.53","71,798.49","3.05M","1.39%"
"Dec 11, 2017","72,800.04","72,774.97","73,360.94","72,497.52","2.53M","0.09%"
"Dec 08, 2017","72,731.84","72,489.15","73,425.32","72,489.15","3.18M","0.34%"
"Dec 07, 2017","72,487.46","73,267.88","73,267.88","71,356.40","3.36M","-1.07%"
"Dec 06, 2017","73,268.35","72,534.53","73,418.14","71,906.41","3.20M","1.00%"
"Dec 05, 2017","72,546.17","73,090.17","74,166.01","72,318.60","3.00M","-0.74%"
"Dec 04, 2017","73,090.17","72,266.11","73,748.68","72,266.11","3.13M","1.14%"
"Dec 01, 2017","72,264.45","71,955.27","72,472.18","71,487.74","3.10M","0.41%"
"Nov 30, 2017","71,970.99","72,700.45","72,700.45","71,215.19","5.51M","-1.00%"
"Nov 29, 2017","72,700.45","74,145.67","74,514.86","72,700.45","3.75M","-1.94%"
"Nov 28, 2017","74,139.72","74,059.95","74,988.55","74,056.40","3.12M","0.11%"
"Nov 27, 2017","74,058.92","74,157.15","74,157.15","73,158.99","2.90M","-0.13%"
"Nov 24, 2017","74,157.37","74,503.00","74,542.32","74,093.20","2.59M","-0.44%"
"Nov 23, 2017","74,486.58","74,518.79","74,577.82","73,851.42","1.60M","-0.04%"
"Nov 22, 2017","74,518.79","74,611.04","75,019.16","74,241.62","3.52M","-0.10%"
"Nov 21, 2017","74,594.61","73,438.97","75,073.29","73,438.97","3.65M","1.58%"
"Nov 17, 2017","73,437.28","72,512.14","73,632.20","72,389.59","2.83M","1.28%"
"Nov 16, 2017","72,511.79","70,827.38","72,895.77","70,827.38","3.44M","2.38%"
"Nov 14, 2017","70,826.59","72,442.33","72,837.80","70,824.91","4.49M","-2.27%"
"Nov 13, 2017","72,475.17","72,166.53","72,735.40","71,775.76","2.87M","0.43%"
"Nov 10, 2017","72,165.64","72,932.44","73,018.60","71,919.66","3.24M","-1.05%"
"Nov 09, 2017","72,930.69","74,363.02","74,363.02","72,795.37","3.41M","-1.93%"
"Nov 08, 2017","74,363.13","72,467.63","74,480.52","72,467.63","3.51M","2.69%"
"Nov 07, 2017","72,414.88","74,305.90","74,305.90","72,386.12","5.04M","-2.55%"
"Nov 06, 2017","74,310.79","73,911.36","74,444.87","73,829.83","3.40M","0.53%"
"Nov 03, 2017","73,915.43","73,833.88","74,254.03","73,093.65","4.52M","0.12%"
"Nov 01, 2017","73,823.74","74,310.26","75,199.28","73,822.81","3.78M","-0.65%"
"Oct 31, 2017","74,308.49","74,798.19","75,141.80","74,144.96","3.66M","-0.66%"
"Oct 30, 2017","74,800.33","75,972.70","75,972.70","74,305.16","3.93M","-1.55%"
"Oct 27, 2017","75,975.71","75,898.24","76,616.98","75,600.64","3.54M","0.10%"
"Oct 26, 2017","75,896.35","76,671.13","77,060.71","75,813.16","2.99M","-1.01%"
"Oct 25, 2017","76,671.13","76,350.19","76,882.57","75,404.32","3.05M","0.42%"
"Oct 24, 2017","76,350.19","75,425.98","76,419.53","75,425.98","3.14M","1.24%"
"Oct 23, 2017","75,413.13","76,397.93","76,497.87","75,315.02","2.71M","-1.28%"
"Oct 20, 2017","76,390.51","76,291.37","76,971.01","76,291.37","2.73M","0.14%"
"Oct 19, 2017","76,283.16","76,590.92","76,590.92","75,365.53","2.59M","-0.40%"
"Oct 18, 2017","76,591.09","76,211.10","76,729.54","76,012.45","3.25M","0.51%"
"Oct 17, 2017","76,201.25","76,891.84","76,891.84","76,046.38","2.86M","-0.90%"
"Oct 16, 2017","76,891.84","76,984.58","77,382.08","76,565.19","3.17M","-0.13%"
"Oct 13, 2017","76,989.79","76,659.37","77,318.63","76,659.37","3.30M","0.43%"
"Oct 11, 2017","76,659.80","76,910.03","76,984.88","76,322.58","3.90M","-0.31%"
"Oct 10, 2017","76,897.21","75,745.07","76,995.60","75,745.07","3.60M","1.55%"
"Oct 09, 2017","75,726.81","76,054.71","76,067.32","75,180.92","2.41M","-0.43%"
"Oct 06, 2017","76,054.72","76,617.53","76,617.53","75,602.63","3.09M","-0.73%"
"Oct 05, 2017","76,617.53","76,592.13","78,024.09","76,592.13","4.24M","0.03%"
"Oct 04, 2017","76,591.44","76,762.91","77,003.69","76,422.46","3.22M","-0.22%"
"Oct 03, 2017","76,762.91","74,363.21","76,762.91","74,363.21","3.93M","3.23%"
"Oct 02, 2017","74,359.83","74,294.53","74,506.19","73,845.22","2.59M","0.09%"
"Sep 29, 2017","74,293.51","73,571.31","74,517.60","73,571.31","3.22M","0.99%"
"Sep 28, 2017","73,567.25","73,807.84","74,010.52","73,276.61","3.18M","-0.31%"
"Sep 27, 2017","73,796.71","74,357.93","74,743.67","73,125.48","3.91M","-0.70%"
"Sep 26, 2017","74,318.72","74,443.47","74,971.31","74,318.72","3.68M","-0.17%"
"Sep 25, 2017","74,443.47","75,381.17","75,469.56","74,303.16","3.48M","-1.26%"
"Sep 22, 2017","75,389.75","75,617.61","75,734.16","75,028.83","2.89M","-0.28%"
"Sep 21, 2017","75,604.34","76,013.77","76,251.06","75,282.24","3.33M","-0.53%"
"Sep 20, 2017","76,004.15","75,973.63","76,419.58","75,074.21","4.01M","0.04%"
"Sep 19, 2017","75,974.18","75,990.40","76,071.40","75,299.63","3.12M","-0.02%"
"Sep 18, 2017","75,990.41","75,758.49","76,403.58","75,621.37","3.54M","0.31%"
"Sep 15, 2017","75,756.52","74,656.40","75,820.26","74,647.74","4.97M","1.47%"
"Sep 14, 2017","74,656.68","74,786.55","74,949.07","74,396.69","3.31M","-0.18%"
"Sep 13, 2017","74,787.57","74,542.81","75,146.31","74,196.43","3.33M","0.33%"
"Sep 12, 2017","74,538.55","74,322.04","75,332.23","74,294.08","3.70M","0.30%"
"Sep 11, 2017","74,319.22","73,095.62","74,635.56","73,095.62","3.38M","1.70%"
"Sep 08, 2017","73,078.85","73,413.40","73,646.10","72,925.44","3.21M","-0.45%"
"Sep 06, 2017","73,412.41","72,156.81","73,607.91","72,156.81","4.37M","1.75%"
"Sep 05, 2017","72,150.88","72,134.02","73,179.53","71,827.21","4.36M","0.03%"
"Sep 04, 2017","72,128.83","71,921.46","72,141.04","71,670.89","2.06M","0.29%"
"Sep 01, 2017","71,923.11","70,848.16","72,216.84","70,846.02","4.01M","1.54%"
"Aug 31, 2017","70,835.05","70,887.11","71,233.98","70,516.47","4.38M","-0.07%"
"Aug 30, 2017","70,886.26","71,327.97","71,453.62","70,755.36","2.75M","-0.62%"
"Aug 29, 2017","71,329.85","71,005.06","71,329.85","70,517.41","2.35M","0.44%"
"Aug 28, 2017","71,016.59","71,073.65","71,389.88","70,908.64","2.26M","-0.08%"
"Aug 25, 2017","71,073.65","71,137.68","71,505.69","70,801.43","2.49M","-0.08%"
"Aug 24, 2017","71,132.80","70,482.38","71,237.66","70,482.38","3.21M","0.93%"
"Aug 23, 2017","70,477.63","70,010.71","70,586.93","69,947.38","3.45M","0.67%"
"Aug 22, 2017","70,011.25","68,644.89","70,277.65","68,644.89","4.03M","2.01%"
"Aug 21, 2017","68,634.65","68,713.25","69,068.29","68,514.33","2.72M","-0.12%"
"Aug 18, 2017","68,714.66","67,989.96","68,807.53","67,979.25","3.57M","1.09%"
"Aug 17, 2017","67,976.80","68,595.65","68,595.65","67,866.19","2.74M","-0.90%"
"Aug 16, 2017","68,594.29","68,356.34","68,950.33","68,304.34","3.87M","0.35%"
"Aug 15, 2017","68,355.12","68,295.78","68,846.07","68,292.69","2.84M","0.10%"
"Aug 14, 2017","68,284.66","67,363.71","68,641.98","67,226.30","2.91M","1.37%"
"Aug 11, 2017","67,358.59","66,991.95","67,623.36","66,677.62","2.98M","0.55%"
"Aug 10, 2017","66,992.09","67,671.06","67,671.06","66,649.54","2.91M","-1.00%"
"Aug 09, 2017","67,671.07","67,894.48","67,894.48","67,290.48","2.56M","-0.34%"
"Aug 08, 2017","67,898.94","67,936.37","68,500.05","67,671.26","3.24M","-0.06%"
"Aug 07, 2017","67,939.66","66,897.99","68,043.37","66,887.18","3.09M","1.56%"
"Aug 04, 2017","66,897.99","66,783.22","67,104.38","66,525.22","2.44M","0.18%"
"Aug 03, 2017","66,777.13","67,135.99","67,256.01","66,704.62","2.81M","-0.53%"
"Aug 02, 2017","67,135.99","66,503.90","67,276.66","66,304.82","3.83M","0.93%"
"Aug 01, 2017","66,516.24","65,925.10","66,605.78","65,925.10","2.85M","0.90%"
"Jul 31, 2017","65,920.36","65,502.54","66,047.99","65,502.54","2.65M","0.65%"
"Jul 28, 2017","65,497.13","65,252.61","65,497.13","64,952.66","2.85M","0.34%"
"Jul 27, 2017","65,277.38","65,012.89","65,677.56","65,012.89","2.56M","0.41%"
"Jul 26, 2017","65,010.57","65,668.07","65,873.03","64,991.58","3.03M","-1.00%"
"Jul 25, 2017","65,667.62","65,101.25","65,748.73","65,101.25","2.82M","0.87%"
"Jul 24, 2017","65,099.55","64,694.87","65,104.42","64,677.59","1.97M","0.64%"
"Jul 21, 2017","64,684.18","64,935.99","65,149.72","64,599.19","2.21M","-0.39%"
"Jul 20, 2017","64,938.02","65,178.17","65,505.38","64,897.81","2.34M","-0.37%"
"Jul 19, 2017","65,179.92","65,337.00","65,603.89","64,873.93","2.70M","-0.24%"
"Jul 18, 2017","65,337.67","65,208.25","65,337.67","64,942.98","2.28M","0.19%"
"Jul 17, 2017","65,212.31","65,431.28","65,478.17","65,119.24","2.33M","-0.34%"
"Jul 14, 2017","65,436.18","65,178.35","65,624.38","65,178.35","2.80M","0.40%"
"Jul 13, 2017","65,178.35","64,854.26","65,302.33","64,854.26","3.22M","0.53%"
"Jul 12, 2017","64,835.55","63,840.28","64,937.87","63,826.98","4.24M","1.57%"
"Jul 11, 2017","63,832.15","63,026.82","63,891.30","62,907.74","2.65M","1.28%"
"Jul 10, 2017","63,025.47","62,322.40","63,135.40","62,322.40","2.29M","1.13%"
"Jul 07, 2017","62,322.40","62,474.44","62,925.92","62,035.10","2.98M","-0.24%"
"Jul 06, 2017","62,470.33","63,156.03","63,188.31","62,353.93","3.13M","-1.08%"
"Jul 05, 2017","63,154.17","63,215.17","63,484.59","62,708.27","3.27M","-0.12%"
"Jul 04, 2017","63,231.59","63,268.07","63,345.59","63,075.83","980.07K","-0.08%"
"Jul 03, 2017","63,279.58","62,900.91","63,337.53","62,900.91","2.15M","0.60%"
"Jun 30, 2017","62,899.97","62,237.83","63,037.57","62,237.83","2.77M","1.06%"
"Jun 29, 2017","62,238.95","62,009.85","62,498.52","61,689.36","3.01M","0.36%"
"Jun 28, 2017","62,017.97","61,684.26","62,057.28","61,433.33","2.80M","0.56%"
"Jun 27, 2017","61,675.46","62,188.32","62,424.16","61,580.43","3.38M","-0.82%"
"Jun 26, 2017","62,188.09","61,087.85","62,250.97","61,087.85","2.68M","1.80%"
"Jun 23, 2017","61,087.14","61,272.22","61,399.79","60,991.55","2.92M","-0.30%"
"Jun 22, 2017","61,272.22","60,762.42","61,353.61","60,758.22","3.16M","0.84%"
"Jun 21, 2017","60,761.74","60,783.05","61,187.64","60,543.61","3.38M","-0.01%"
"Jun 20, 2017","60,766.16","62,010.56","62,010.56","60,766.16","4.08M","-2.01%"
"Jun 19, 2017","62,014.03","61,619.86","62,272.28","61,619.86","2.84M","0.63%"
"Jun 16, 2017","61,626.41","61,911.45","61,921.24","61,269.39","5.25M","-0.48%"
"Jun 14, 2017","61,922.93","61,830.77","62,475.10","61,507.58","4.46M","0.15%"
"Jun 13, 2017","61,828.99","61,708.42","62,011.87","61,510.01","2.55M","0.21%"
"Jun 12, 2017","61,700.23","62,218.56","62,286.33","61,278.79","3.12M","-0.82%"
"Jun 09, 2017","62,210.56","62,755.23","63,065.79","62,095.46","3.20M","-0.87%"
"Jun 08, 2017","62,755.57","63,170.97","63,170.97","62,376.30","2.79M","-0.66%"
"Jun 07, 2017","63,170.73","62,954.86","63,636.64","62,911.55","2.98M","0.34%"
"Jun 06, 2017","62,954.69","62,449.93","63,301.98","62,426.20","3.09M","0.81%"
"Jun 05, 2017","62,450.45","62,503.01","62,800.45","62,009.52","2.50M","-0.10%"
"Jun 02, 2017","62,510.69","62,289.20","62,773.25","62,160.72","2.96M","0.36%"
"Jun 01, 2017","62,288.52","62,711.47","63,293.49","62,165.21","3.47M","-0.67%"
"May 31, 2017","62,711.47","63,960.81","63,984.42","62,672.65","4.68M","-1.96%"
"May 30, 2017","63,962.26","63,764.94","64,107.22","63,720.09","2.30M","0.32%"
"May 29, 2017","63,760.94","64,054.84","64,054.84","63,530.67","1.70M","-0.51%"
"May 26, 2017","64,085.41","63,227.51","64,170.25","63,227.51","3.97M","1.36%"
"May 25, 2017","63,226.79","63,256.47","63,991.40","62,761.80","4.12M","-0.05%"
"May 24, 2017","63,257.36","62,672.62","64,015.79","62,672.62","4.31M","0.95%"
"May 23, 2017","62,662.48","61,670.21","62,774.63","61,670.21","4.90M","1.60%"
"May 22, 2017","61,673.49","62,638.49","62,638.49","60,924.77","6.00M","-1.54%"
"May 19, 2017","62,639.31","61,596.81","63,488.18","61,596.81","6.31M","1.69%"
"May 18, 2017","61,597.06","67,535.78","67,535.78","60,314.70","11.39M","-8.80%"
"May 17, 2017","67,540.25","68,674.01","68,674.01","67,163.37","3.42M","-1.67%"
"May 16, 2017","68,684.50","68,473.34","68,791.87","68,124.24","3.79M","0.31%"
"May 15, 2017","68,474.19","68,226.67","68,592.96","68,081.18","3.39M","0.37%"
"May 12, 2017","68,221.94","67,536.28","68,428.74","67,536.28","3.94M","1.01%"
"May 11, 2017","67,537.61","67,355.06","67,709.44","67,191.39","2.96M","0.28%"
"May 10, 2017","67,349.73","66,283.75","67,528.40","66,283.75","3.27M","1.62%"
